titulo,resumen,autor,fecha,url,sentiment_score,sentiment,medio,resumen_clean_adv,word_count,readability,sent_vader,sent_vader_cat,sent_bert,topic,prob_política,prob_economía,prob_deportes,prob_cultura,prob_tecnología,prob_salud,prob_educación,prob_medio ambiente,n_per,n_org,n_loc
Hacia un septiembre… ¿negro?,"<p>En mi columna del 11 de abril advertí que la crisis de los aranceles desviaba la atención sobre el riesgo de descertificación en la lucha antidrogas en septiembre, con graves consecuencias para la cooperación de Estados Unidos, a lo cual no ayuda el aumento de cultivos y de producción de cocaína.</p>
<p>El cargo <a href=""https://cronicadelquindio.com/opinion/columnistas/hacia-un-septiembre-negro/"">Hacia un septiembre… ¿negro?</a> apareció primero en <a href=""https://cronicadelquindio.com"">Crónica del Quindio</a>.</p>",José Félix Lafaurie Rivera,2025-07-06,https://cronicadelquindio.com/opinion/columnistas/hacia-un-septiembre-negro/,-0.8176,negative,cronicadelquindio.com,columna     abril advertí crisis arancel desviar atención riesgo descertificación lucha antidroga septiembre grave consecuencia cooperación unidos ayudar aumento cultivo producción cocaína cargo septiembre negro aparecer crónica quindio,27,-17.97,-0.7717,negative,1,economía,0.2644178569316864,0.4897870421409607,0.0038580498658120632,0.0023163598962128162,0.0070966556668281555,0.12461473047733307,0.005470944568514824,0.1024383157491684,0,0,0
"F1, un espectáculo visual y auditivo que se queda corto en historia","<p>Aunque no logra destacar por su historia, F1 de Joseph Kosinski ofrece una experiencia cinematográfica envolvente gracias a sus secuencias de acción, la música de Hans Zimmer y la presencia de Brad Pitt al volante.</p>
<p>El cargo <a href=""https://cronicadelquindio.com/actualidad/novedades/cine/f1-un-espectaculo-visual-y-auditivo-que-se-queda-corto-en-historia/"">F1, un espectáculo visual y auditivo que se queda corto en historia</a> apareció primero en <a href=""https://cronicadelquindio.com"">Crónica del Quindio</a>.</p>",Fernando Albornoz,2025-07-06,https://cronicadelquindio.com/actualidad/novedades/cine/f1-un-espectaculo-visual-y-auditivo-que-se-queda-corto-en-historia/,-0.296,negative,cronicadelquindio.com,lograr destacar historia joseph kosinski ofrecer experiencia cinematográfico envolvente gracias secuencia acción música hans zimmer presencia brad pitt volante cargo espectáculo visual auditivo quedar corto historia aparecer crónica quindio,29,-32.6413793103448,0.0,neutral,4,deportes,0.000678439624607563,0.00107171933632344,0.9820548892021179,0.008604894392192364,0.002920573577284813,0.0015354483621194959,0.0019382961327210069,0.0011957186507061124,0,0,0
Me encontré en la vida con Oscar Aguirre Gómez,"<p>Fundador de la revista Iris y autor de casi veinte libros, su vida es un homenaje silencioso a la cultura y al pensamiento.</p>
<p>El cargo <a href=""https://cronicadelquindio.com/actualidad/novedades/historia/me-encontre-en-la-vida-con-oscar-aguirre-gomez/"">Me encontré en la vida con Oscar Aguirre Gómez</a> apareció primero en <a href=""https://cronicadelquindio.com"">Crónica del Quindio</a>.</p>",Gabriel Echeverri González,2025-07-06,https://cronicadelquindio.com/actualidad/novedades/historia/me-encontre-en-la-vida-con-oscar-aguirre-gomez/,0.0,neutral,cronicadelquindio.com,fundador revista iris autor veinte libro vida homenaje silencioso cultura pensamiento cargo encontrar vida oscar aguirre gómez aparecer crónica quindio,20,0.41500000000002046,0.0,neutral,5,cultura,0.012212506495416164,0.007442663889378309,0.004968022927641869,0.9019156098365784,0.007551871705800295,0.019828498363494873,0.029365815222263336,0.016714992001652718,0,0,0
Anunciaron recursos para certamen escolar internacional en Córdoba,"<p>El evento se realizará en Córdoba del 1 al 10 de noviembre</p>
<p>El cargo <a href=""https://cronicadelquindio.com/deporte/anunciaron-recursos-para-certamen-escolar-internacional-en-cordoba/"">Anunciaron recursos para certamen escolar internacional en Córdoba</a> apareció primero en <a href=""https://cronicadelquindio.com"">Crónica del Quindio</a>.</p>",Andrés Felipe Ramos Gámez,2025-07-06,https://cronicadelquindio.com/deporte/anunciaron-recursos-para-certamen-escolar-internacional-en-cordoba/,0.0,neutral,cronicadelquindio.com,evento córdoba     noviembre cargo anunciar recurso certamen escolar internacional córdoba aparecer crónica quindio,13,-27.62153846153842,0.0,neutral,4,educación,0.004029978532344103,0.004010372795164585,0.010079952888190746,0.011289967224001884,0.0019539555069059134,0.0036349042784422636,0.9618033170700073,0.003197493962943554,0,0,0
"Empresas que siembran futuro, así se transforma el campo colombiano","Lejos de ser simples unidades productivas, estas iniciativas se perfilan como modelos de desarrollo territorial, anclados en la economía verde, el turismo pedagógico, la agroindustria responsable y la vivienda digna para el sector rural.",Ximena Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/empresas-que-siembran-futuro-asi-se-transforma-el-campo-colombiano/,0.0,neutral,eje21.com.co,lejos simple unidad productivo iniciativa perfilar modelo desarrollo territorial anclado economía verde turismo pedagógico agroindustria responsable vivienda digno sector rural,20,-37.654999999999944,0.0,neutral,3,economía,0.00441850908100605,0.5908650159835815,0.015445606783032417,0.009263846091926098,0.004865340422838926,0.002591125899925828,0.0015211765421554446,0.3710293769836426,0,0,0
Divagaciones calvinistas,"Cuando se nos mima pasando la mano amorosamente sobre la calva, todo el poder afectivo y sensual que implica la caricia, se transmite en línea directa a la piel, lo que le pone a uno a cranear en qué irá a parar ese rollo.",Ximena Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/divagaciones-calvinistas/,0.0,neutral,eje21.com.co,mimar pasar mano amorosamente calva afectivo sensual implicar caricia transmitir línea directo piel cranear parar rollo,16,21.39500000000001,0.0,neutral,5,educación,0.07648418843746185,0.025865143164992332,0.035303693264722824,0.14531508088111877,0.0255526602268219,0.2318289875984192,0.35735103487968445,0.10229916870594025,0,0,0
Impotencia ante la delincuencia.,"Muchos estados en el mundo enfrentan desafíos económicos, desigualdad social y falta de oportunidades, lo que alimenta la delincuencia.",Ximena Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/impotencia-ante-la-delincuencia/,0.0,neutral,eje21.com.co,mundo enfrentar desafío económico desigualdad social falta oportunidad alimentar delincuencia,10,-14.814999999999998,0.0,neutral,1,economía,0.008708908222615719,0.9585177302360535,0.000780124741140753,0.0012234183959662914,0.0008209483930841088,0.010185450315475464,0.0007749971700832248,0.018988458439707756,0,0,0
La constitución y la constituyente,El texto de la “séptima papeleta” decía textualmente: “voto por Colombia. Sí a una Asamblea constituyente…con el fin de reformar la Constitución Nacional”.,Ximena Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/la-constitucion-y-la-constituyente/,0.0,neutral,eje21.com.co,texto séptimo papeleta textualmente voto colombia asamblea constituyente reformar constitución nacional,11,-58.12999999999997,0.0,neutral,1,política,0.486179381608963,0.07296274602413177,0.06632405519485474,0.06970994174480438,0.06126131862401962,0.0946618914604187,0.07964634150266647,0.0692543014883995,0,0,0
Shakira donará parte de los ingresos de su show en Texas a víctimas de inundaciones,La cantante colombiana Shakira donará parte de los ingresos de su concierto de este sábado en San Antonio (Texas) a las familias afectadas por las inundaciones que han dejado al menos 43 muertos y decenas de desaparecidos en el centro-sur de ese estado de Estados Unidos.,Juan Sebastián Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/shakira-donara-parte-de-los-ingresos-de-su-show-en-texas-a-victimas-de-inundaciones/,0.0,neutral,eje21.com.co,cantante colombiano shakirar donar ingreso concierto sábado san antonio texas familia afectado inundación dejar     muerto decena desaparecido centro sur unidos,20,-12.274999999999977,0.0,neutral,1,medio ambiente,0.018569063395261765,0.029739592224359512,0.02705403044819832,0.006944900844246149,0.006736520677804947,0.17528250813484192,0.005367801524698734,0.730305552482605,0,0,0
El presidente de Colombia no participará en la cumbre de los BRICS en Río de Janeiro,"El presidente de Colombia, Gustavo Petro, desistió de viajar a Río de Janeiro para participar como invitado en la XVII Cumbre de Jefes de Estado y de Gobierno de los BRICS que se celebrará en esa ciudad brasileña mañana y el lunes, confirmaron este sábado fuentes oficiales.",Juan Sebastián Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/el-presidente-de-colombia-no-participara-en-la-cumbre-de-los-brics-en-rio-de-janeiro/,0.0,neutral,eje21.com.co,presidente colombia gustavo petro desistir viajar río janeiro participar invitado xvii cumbre jefe gobierno bric celebrar ciudad brasileño mañana lunes confirmar sábado fuente oficial,24,-21.974999999999937,0.0,neutral,1,tecnología,0.09147871285676956,0.11661992222070694,0.05607622489333153,0.10239967703819275,0.24710604548454285,0.032579317688941956,0.18385612964630127,0.16988396644592285,0,0,0
Los gobernadores del banco de los BRICS ratifican el ingreso de Colombia y Uzbekistán,"La presidenta del banco de fomento de los BRICS, Dilma Rousseff, anunció este sábado que el consejo de gobernadores aprobó el ingreso a la entidad de Colombia y Uzbekistán, último paso para su incorporación.",Juan Sebastián Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/los-gobernadores-del-banco-de-los-brics-ratifican-el-ingreso-de-colombia-y-uzbekistan/,0.0,neutral,eje21.com.co,presidenta banco fomento brics dilmar rousseff anunciar sábado consejo gobernador aprobar ingreso entidad colombia uzbekistán paso incorporación,17,-29.384705882352932,0.0,neutral,1,política,0.19538727402687073,0.09195008873939514,0.11241093277931213,0.06925732642412186,0.14291897416114807,0.12022845447063446,0.09611198306083679,0.171735018491745,0,0,0
El excanciller Leyva considera «absolutamente ridículo» decir que conspira contra Petro,"El excanciller colombiano Álvaro Leyva negó que esté conspirando para sacar del poder al presidente Gustavo Petro y en una entrevista publicada este sábado calificó de ""absolutamente ridículo"" que se le señale como golpista por el contenido de unas conversaciones filtradas a la prensa.",Juan Sebastián Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/el-excanciller-leyva-considera-absolutamente-ridiculo-decir-que-conspira-contra-petro/,0.0,neutral,eje21.com.co,excanciller colombiano álvaro leyva negar conspirar sacar presidente gustavo petro entrevista publicado sábado calificar absolutamente ridículo señalir golpista contenido conversación filtrada prensa,22,-23.14954545454546,0.0,neutral,1,política,0.40834304690361023,0.08281099796295166,0.11072544008493423,0.07740496844053268,0.13154320418834686,0.09783806651830673,0.05363942310214043,0.037694863975048065,0,0,0
Bogotá abre espacio para el arte urbano con la muestra «Cartografías expandidas»,"La escena del arte urbano de Bogotá tendrá un nuevo espacio de visibilidad con la exposición 'Cartografías expandidas', inaugurada este sábado en la sala Street Lab del Centro Colombo Americano y que reúne cinco proyectos independientes que exploran el grafiti y otras expresiones de arte callejero.",Juan Sebastián Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/bogota-abre-espacio-para-el-arte-urbano-con-la-muestra-cartografias-expandidas/,0.0,neutral,eje21.com.co,escena arte urbano bogotá espacio visibilidad exposición cartografía expandido inaugurado sábado sala street lab centro colombo americano reúnir proyecto independiente explorar grafiti expresión arte callejero,25,-38.49999999999997,0.0,neutral,4,cultura,0.004131061024963856,0.004935602191835642,0.0060019418597221375,0.9454333186149597,0.00732410466298461,0.005048417020589113,0.00724962679669261,0.019875822588801384,0,0,0
"Detenido ‘el Costeño’, quinto implicado en atentado al senador colombiano Uribe Turbay","Las autoridades colombianas capturaron este sábado a Elder José Arteaga Hernández, alias 'el Costeño', contra quien fue emitida la víspera una notificación roja de Interpol como uno de los presuntos responsables del atentado cometido hace un mes contra el senador y precandidato presidencial Miguel Uribe Turbay.",Juan Sebastián Giraldo,2025-07-06,https://www.eje21.com.co/2025/07/detenido-el-costeno-quinto-implicado-en-atentado-al-senador-colombiano-uribe-turbay/,0.0,neutral,eje21.com.co,autoridad colombiano capturar sábado elder josé arteacer hernández alias costeño emitir víspera notificación rojo interpol presunto responsable atentado cometido mes senador precandidato presidencial miguel uribir turbay,26,-11.53192307692305,0.0,neutral,1,política,0.35639703273773193,0.12033133208751678,0.07491549849510193,0.07422538101673126,0.08571472018957138,0.08643484115600586,0.11927922815084457,0.08270200341939926,0,0,0
Valledupar y la extinción del verbo verdadero,"<p> Un recordatorio involuntario de que alguna vez creímos. De que, en algún punto de la historia reciente, hubo hombres que no necesitaban cámaras para ser escuchados ni redes sociales para dejar huella.</p>
<p>La entrada <a href=""https://elpilon.com.co/valledupar-y-la-extincion-del-verbo-verdadero/"">Valledupar y la extinción del verbo verdadero</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-06,https://elpilon.com.co/valledupar-y-la-extincion-del-verbo-verdadero/,-0.296,negative,elpilon.com.co,recordatorio involuntario creímos punto historia reciente hombre necesitar cámara escuchar red social dejar huella entrada valledupar extinción verbo publicar pilón noticia valledupar vallenato caribe colombiano,25,-8.044000000000011,0.0,neutral,1,cultura,0.04186560586094856,0.027005823329091072,0.12083112448453903,0.5278863310813904,0.059696346521377563,0.048009585589170456,0.07638610899448395,0.09831897169351578,0,0,0
Cierre total de la Avenida Simón Bolívar entre la María Mulata y calle 9C: estas son las alternativas,"<p>De forma provisional, se permitirá el cruce oriente-occidente por la calle 13B Bis, a la altura del Parque de la Vida. </p>
<p>La entrada <a href=""https://elpilon.com.co/cierre-total-de-la-avenida-simon-bolivar-entre-la-maria-mulata-y-calle-9c-estas-son-las-alternativas/"">Cierre total de la Avenida Simón Bolívar entre la María Mulata y calle 9C: estas son las alternativas</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-06,https://elpilon.com.co/cierre-total-de-la-avenida-simon-bolivar-entre-la-maria-mulata-y-calle-9c-estas-son-las-alternativas/,0.0,neutral,elpilon.com.co,forma provisional permitir cruce oriente occidente calle bis altura parque vida entrada cierre avenida simón bolívar maría mulata calle alternativa publicar pilón noticia valledupar vallenato caribe colombiano,27,3.9633333333333667,0.0,neutral,3,medio ambiente,0.014473512768745422,0.020027607679367065,0.08244919776916504,0.12051873654127121,0.005646090488880873,0.11451632529497147,0.023088708519935608,0.6192798018455505,0,0,0
“Desconté five millions”: Ana del Castillosobre polémica en La Peña,"<p>Del Castillo aseguró en el video que publicó junto a su manager que sí cumplió con lo pactado con el empresario del evento, aunque reconoció que hubo inconvenientes con el horario y el pago.</p>
<p>La entrada <a href=""https://elpilon.com.co/desconte-five-millions-ana-del-castillosobre-polemica-en-la-pena/"">“Desconté five millions”: Ana del Castillosobre polémica en La Peña</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/desconte-five-millions-ana-del-castillosobre-polemica-en-la-pena/,0.0,neutral,elpilon.com.co,castillo asegurar video publicar manager cumplir pactado empresario evento reconocer inconveniente horario pago entrada descontar five millions ana castillosobre polémico peña publicar pilón noticia valledupar vallenato caribe colombiano,28,-14.956428571428518,0.0,neutral,1,deportes,0.20021994411945343,0.13837702572345734,0.45987027883529663,0.10440429300069809,0.020792271941900253,0.018595602363348007,0.03631077706813812,0.021429846063256264,0,0,0
"Círculo vicioso: El SIVA está quebrado, hay pocas rutas y poca gente lo usa","<p>Transportar un pasajero en los buses del SIVA cuesta alrededor de $7.100 pesos, pero los pasajeros sólo pagan $2.900 pesos porque la Gobernación y la Alcaldía aportan al Fondo Tarifario.</p>
<p>La entrada <a href=""https://elpilon.com.co/circulo-vicioso-el-siva-esta-quebrado-porque-la-gente-poco-lo-usa/"">Círculo vicioso: El SIVA está quebrado, hay pocas rutas y poca gente lo usa</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/circulo-vicioso-el-siva-esta-quebrado-porque-la-gente-poco-lo-usa/,0.0,neutral,elpilon.com.co,transportar pasajero bus siva costar         pesos pasajero pagar         pesos gobernación alcaldía aportar fondo tarifario entrada círculo vicioso siva quebrado ruta gente publicar pilón noticia valledupar vallenato caribe colombiano,28,6.19357142857146,0.0,neutral,1,economía,0.05756848305463791,0.3498433232307434,0.17851009964942932,0.028822580352425575,0.026149015873670578,0.12833532691001892,0.026251742616295815,0.20451945066452026,0,0,0
Postúlese: Concejo de Valledupar ofrece 500 becas universitarias en programas nacionales e internacionales,"<p>Están dirigidas a bachilleres, profesionales, funcionarios públicos y ciudadanos en general. La convocatoria estará abierta hasta el 30 de agosto de 2025.</p>
<p>La entrada <a href=""https://elpilon.com.co/postulese-concejo-de-valledupar-ofrece-500-becas-universitarias-en-programas-nacionales-e-internacionales/"">Postúlese: Concejo de Valledupar ofrece 500 becas universitarias en programas nacionales e internacionales</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/postulese-concejo-de-valledupar-ofrece-500-becas-universitarias-en-programas-nacionales-e-internacionales/,0.0,neutral,elpilon.com.co,"dirigido bachiller profesional funcionario público ciudadano general convocatoria abierto     agosto      
 entrada postúlese concejo valledupar ofrecer      beca universitario programa nacional internacional publicar pilón noticia valledupar vallenato caribe colombiano",27,-39.90333333333331,0.0,neutral,1,educación,0.02479144185781479,0.00257957074791193,0.002928689122200012,0.003607065649703145,0.0032310618553310633,0.002121428493410349,0.9576820135116577,0.003058740170672536,0,0,0
Concejo realizará control político a la Secretaría de Tránsito de Valledupar,"<p>Con 17 votos a favor, el Concejo de Valledupar aprobó la proposición del concejal Carlos Escorcia para realizar un debate de control político a la Secretaría de Tránsito de Valledupar. </p>
<p>La entrada <a href=""https://elpilon.com.co/concejo-realizara-control-politico-a-la-secretaria-de-transito-de-valledupar/"">Concejo realizará control político a la Secretaría de Tránsito de Valledupar</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/concejo-realizara-control-politico-a-la-secretaria-de-transito-de-valledupar/,0.4019,positive,elpilon.com.co,    voto favor concejo valledupar aprobar proposición concejal carlos escorcia debate control político secretaría tránsito valledupar entrada concejo control político secretaría tránsito valledupar publicar pilón noticia valledupar vallenato caribe colombiano,29,-18.055172413793088,0.4019,positive,1,política,0.9458041191101074,0.009136639535427094,0.007148386910557747,0.0065657212398946285,0.009867989458143711,0.00735645042732358,0.006338831502944231,0.007781844586133957,0,0,0
Llamado de atención de la Procuraduría a la Alcaldía por condiciones del Centro de Bienestar Animal,"<p>La Procuraduría supervisa la reubicación de perros y gatos en Valledupar y exhorta a la Alcaldía a mejorar las condiciones del Centro de Bienestar Animal.</p>
<p>La entrada <a href=""https://elpilon.com.co/llamado-de-atencion-de-la-procuraduria-a-la-alcaldia-por-condiciones-del-centro-de-bienestar-animal/"">Llamado de atención de la Procuraduría a la Alcaldía por condiciones del Centro de Bienestar Animal</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/llamado-de-atencion-de-la-procuraduria-a-la-alcaldia-por-condiciones-del-centro-de-bienestar-animal/,0.0,neutral,elpilon.com.co,procuradurío supervisa reubicación perro gato valledupar exhortar alcaldía mejorar condición centro bienestar animal entrada llamado atención procuraduría alcaldía condición centro bienestar animal publicar pilón noticia valledupar vallenato caribe colombiano,29,-18.055172413793088,0.0,neutral,3,salud,0.012644791044294834,0.0024226196110248566,0.0023920999374240637,0.0032181660644710064,0.0021420323755592108,0.9693580865859985,0.0028894119895994663,0.004932834301143885,0,0,0
Podas acumuladas y tala en la Galería Popular generan debate ambiental en Valledupar: Mesa del Árbol alza la voz,"<p>Mesa del Árbol y autoridades de Valledupar debaten la tala de árboles y las podas urbanas, exigiendo mayor transparencia y mejor gestión ambiental en la ciudad.</p>
<p>La entrada <a href=""https://elpilon.com.co/podas-acumuladas-y-tala-en-la-galeria-popular-generan-debate-ambiental-en-valledupar-mesa-del-arbol-alza-la-voz/"">Podas acumuladas y tala en la Galería Popular generan debate ambiental en Valledupar: Mesa del Árbol alza la voz</a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/podas-acumuladas-y-tala-en-la-galeria-popular-generan-debate-ambiental-en-valledupar-mesa-del-arbol-alza-la-voz/,0.4215,positive,elpilon.com.co,mesa árbol autoridad valledupar debatar tala árbol poda urbano exigir transparencia gestión ambiental ciudad entrada poda acumulado tala galería popular generar debate ambiental valledupar mesa árbol alzar voz publicar pilón noticia valledupar vallenato caribe colombiano,35,-17.227142857142837,0.4215,positive,1,medio ambiente,0.015017497353255749,0.0017375785391777754,0.001290645799599588,0.003421491477638483,0.0015279949875548482,0.007835524156689644,0.0018570896936580539,0.9673122763633728,0,0,0
Gobierno y empresas anuncian mesa interinstitucional para revisar problemas de energía eléctrica en Cesar,"<p> En esta mesa tendrán asiento, además del Ministerio, la Gobernación y el Grupo EPM, delegados de los Comités de Usuarios, empleados de Afinia, de los alcaldes de los municipios donde opera Afinia y actores sociales organizados que estén interesados.</p>
<p>La entrada <a href=""https://elpilon.com.co/gobierno-y-empresas-anuncian-mesa-interinstitucional-para-revisar-problemas-de-energia-electrica-en-cesar/"">Gobierno y empresas anuncian mesa interinstitucional para revisar problemas de energía eléctrica en Cesar </a> se publicó primero en <a href=""https://elpilon.com.co"">El Pilón | Noticias de Valledupar, El Vallenato y el Caribe Colombiano</a>.</p>",Periodista,2025-07-05,https://elpilon.com.co/gobierno-y-empresas-anuncian-mesa-interinstitucional-para-revisar-problemas-de-energia-electrica-en-cesar/,0.0,neutral,elpilon.com.co,mesa asiento ministerio gobernación grupo epm delegado comités usuario empleado afinia alcalde municipio operar afinia actor social organizado interesado entrada gobierno empresa anunciar mesa interinstitucional revisar problema energía eléctrico cesar publicar pilón noticia valledupar vallenato caribe colombiano,37,-41.07675675675674,0.0,neutral,1,cultura,0.19134776294231415,0.13687752187252045,0.06037580594420433,0.22089286148548126,0.0813998281955719,0.11506365239620209,0.0599878653883934,0.13405466079711914,0,0,0
Alfredo Saade llega como una bomba de tiempo entre Petro y el gabinete,"<figure><img width=""1024"" height=""768"" src=""https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?fit=1024%2C768&amp;ssl=1"" class=""attachment-rss-image-size size-rss-image-size wp-post-image"" alt=""Alfredo Saade, jefe de despacho del gobierno Petro."" decoding=""async"" fetchpriority=""high"" srcset=""https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?w=1200&amp;ssl=1 1200w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=300%2C225&amp;ssl=1 300w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=1024%2C768&amp;ssl=1 1024w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=768%2C576&amp;ssl=1 768w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=100%2C75&amp;ssl=1 100w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=800%2C600&amp;ssl=1 800w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=600%2C450&amp;ssl=1 600w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=400%2C300&amp;ssl=1 400w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=200%2C150&amp;ssl=1 200w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=780%2C585&amp;ssl=1 780w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?resize=706%2C530&amp;ssl=1 706w, https://i0.wp.com/www.lasillavacia.com/wp-content/uploads/2025/07/Saade_Despacho_LSV-1.jpg?fit=1024%2C768&amp;ssl=1&amp;w=370 370w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure>
<p>Los ministros han rechazado al nuevo jefe de despacho. El ministro del Interior, Benedetti, tampoco está cómodo con el nombramiento.</p>
<p>The post <a href=""https://www.lasillavacia.com/silla-nacional/alfredo-saade-llega-como-una-bomba-de-tiempo-entre-petro-y-el-gabinete/"">Alfredo Saade llega como una bomba de tiempo entre Petro y el gabinete</a> appeared first on <a href=""https://www.lasillavacia.com"">La Silla Vacía</a>.</p>",Edgar Quintero Herrera,2025-07-06,https://www.lasillavacia.com/silla-nacional/alfredo-saade-llega-como-una-bomba-de-tiempo-entre-petro-y-el-gabinete/,0.0,neutral,lasillavacia.com,ministro rechazar jefe despacho ministro interior benedetti cómodo nombramiento the post alfredo saadir llegar bomba tiempo petro gabinete appeared first silla vacío,22,7.614090909090919,0.0,neutral,1,política,0.3691137731075287,0.11840493977069855,0.038670845329761505,0.04374776780605316,0.06421753764152527,0.17426669597625732,0.1109076514840126,0.08067081868648529,0,0,0
